cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj,valor,instituicao,ente_uf,cores,MicroRegion
1100015,Alta Floresta D'Oeste,0,NO,RO,M,2020,22945,15834732000154,NA,NA,Alta Floresta D'Oeste-RO,blue,11006
1100023,Ariquemes,0,NO,RO,M,2020,107863,04104816000116,5155496.5,Câmara de Vereadores de Ariquemes - RO,Ariquemes-RO,blue,11003
1100031,Cabixi,0,NO,RO,M,2020,5312,22855159000120,NA,NA,Cabixi-RO,red,11008
1100049,Cacoal,0,NO,RO,M,2020,85359,04092714000128,5343279.76,Câmara de Vereadores de Cacoal - RO,Cacoal-RO,blue,11006
1100056,Cerejeiras,0,NO,RO,M,2020,16323,04914925000107,1567059.16,Câmara de Vereadores de Cerejeiras - RO,Cerejeiras-RO,blue,11008
1100064,Colorado do Oeste,0,NO,RO,M,2020,15882,04391512000187,NA,NA,Colorado do Oeste-RO,blue,11008
1100072,Corumbiara,0,NO,RO,M,2020,7391,63762041000135,NA,NA,Corumbiara-RO,red,11008
1100080,Costa Marques,0,NO,RO,M,2020,18331,04100020000195,NA,NA,Costa Marques-RO,blue,11002
1100098,Espigão D'Oeste,0,NO,RO,M,2020,32374,04695284000139,1906453.3,Câmara de Vereadores de Espigão D'Oeste - RO,Espigão D'Oeste-RO,blue,11006
1100106,Guajará-Mirim,0,NO,RO,M,2020,46174,05893631000109,2422689.86,Câmara de Vereadores de Guajará-Mirim - RO,Guajará-Mirim-RO,blue,11002
1100114,Jaru,0,NO,RO,M,2020,51775,04279238000159,3009603.36,Câmara de Vereadores de Jaru - RO,Jaru-RO,blue,11004
1100122,Ji-Paraná,0,NO,RO,M,2020,128969,04092672000125,6116953.91,Câmara de Vereadores de Ji-Paraná - RO,Ji-Paraná-RO,blue,11004
1100130,Machadinho D'Oeste,0,NO,RO,M,2020,39991,22855142000173,2032959.24,Câmara de Vereadores de Machadinho D'Oeste - RO,Machadinho D'Oeste-RO,blue,11003
1100148,Nova Brasilândia D'Oeste,0,NO,RO,M,2020,20474,15884109000106,1045215.28,Câmara de Vereadores de Nova Brasilândia D'Oeste - RO,Nova Brasilândia D'Oeste-RO,blue,11005
1100155,Ouro Preto do Oeste,0,NO,RO,M,2020,36035,04380507000179,2206997.17,Câmara de Vereadores de Ouro Preto do Oeste - RO,Ouro Preto do Oeste-RO,blue,11004
1100189,Pimenta Bueno,0,NO,RO,M,2020,36660,04092680000171,2822891.82,Câmara de Vereadores de Pimenta Bueno - RO,Pimenta Bueno-RO,blue,11007
1100205,Porto Velho,1,NO,RO,M,2020,529544,05903125000145,29627547.8,Câmara de Vereadores de Porto Velho - RO,Porto Velho-RO,blue,11001
1100254,Presidente Médici,0,NO,RO,M,2020,18986,04632212000142,1319077.23,Câmara de Vereadores de Presidente Médici - RO,Presidente Médici-RO,blue,11004
1100262,Rio Crespo,0,NO,RO,M,2020,3764,63761977000141,NA,NA,Rio Crespo-RO,red,11003
1100288,Rolim de Moura,0,NO,RO,M,2020,55058,04394805000118,3088228.53,Câmara de Vereadores de Rolim de Moura - RO,Rolim de Moura-RO,blue,11006
1100296,Santa Luzia D'Oeste,0,NO,RO,M,2020,6495,15845365000194,680604.44,Câmara de Vereadores de Santa Luzia D'Oeste - RO,Santa Luzia D'Oeste-RO,red,11006
1100304,Vilhena,0,NO,RO,M,2020,99854,04092706000181,5553009.81,Câmara de Vereadores de Vilhena - RO,Vilhena-RO,blue,11007
1100320,São Miguel do Guaporé,0,NO,RO,M,2020,23005,22855167000177,1708618.58,Câmara de Vereadores de São Miguel do Guaporé - RO,São Miguel do Guaporé-RO,blue,11005
1100338,Nova Mamoré,0,NO,RO,M,2020,30583,22855183000160,NA,NA,Nova Mamoré-RO,blue,11001
1100346,Alvorada D'Oeste,0,NO,RO,M,2020,14411,15845340000190,NA,NA,Alvorada D'Oeste-RO,blue,11005
1100379,Alto Alegre dos Parecis,0,NO,RO,M,2020,13241,84744994000140,956569.87,Câmara de Vereadores de Alto Alegre dos Parecis - RO,Alto Alegre dos Parecis-RO,blue,11006
1100403,Alto Paraíso,0,NO,RO,M,2020,21428,63762025000142,1033167.23,Câmara de Vereadores de Alto Paraíso - RO,Alto Paraíso-RO,blue,11003
1100452,Buritis,0,NO,RO,M,2020,39654,01266058000144,2021109.73,Câmara de Vereadores de Buritis - RO,Buritis-RO,blue,11001
1100502,Novo Horizonte do Oeste,0,NO,RO,M,2020,8538,63762009000150,NA,NA,Novo Horizonte do Oeste-RO,red,11006
1100601,Cacaulândia,0,NO,RO,M,2020,6230,63762058000192,NA,NA,Cacaulândia-RO,red,11003
1100700,Campo Novo de Rondônia,0,NO,RO,M,2020,14139,63762033000199,1072561.98,Câmara de Vereadores de Campo Novo de Rondônia - RO,Campo Novo de Rondônia-RO,blue,11001
1100809,Candeias do Jamari,0,NO,RO,M,2020,26693,63761902000160,1500759.8,Câmara de Vereadores de Candeias do Jamari - RO,Candeias do Jamari-RO,blue,11001
1100908,Castanheiras,0,NO,RO,M,2020,3052,63761969000103,NA,NA,Castanheiras-RO,red,11006
1100924,Chupinguaia,0,NO,RO,M,2020,11182,01587887000129,NA,NA,Chupinguaia-RO,blue,11007
1100940,Cujubim,0,NO,RO,M,2020,25215,84736941000188,NA,NA,Cujubim-RO,blue,11001
1101005,Governador Jorge Teixeira,0,NO,RO,M,2020,7767,63761944000100,NA,NA,Governador Jorge Teixeira-RO,red,11004
1101104,Itapuã do Oeste,0,NO,RO,M,2020,10458,63761936000155,702842.93,Câmara de Vereadores de Itapuã do Oeste - RO,Itapuã do Oeste-RO,blue,11001
1101203,Ministro Andreazza,0,NO,RO,M,2020,9660,63762074000185,769116.94,Câmara de Vereadores de Ministro Andreazza - RO,Ministro Andreazza-RO,red,11006
1101302,Mirante da Serra,0,NO,RO,M,2020,10947,63787071000104,753775.96,Câmara de Vereadores de Mirante da Serra - RO,Mirante da Serra-RO,blue,11004
1101401,Monte Negro,0,NO,RO,M,2020,15852,63761985000198,NA,NA,Monte Negro-RO,blue,11003
1101435,Nova União,0,NO,RO,M,2020,6970,00699197000107,NA,NA,Nova União-RO,red,11004
1101450,Parecis,0,NO,RO,M,2020,6074,84745363000146,NA,NA,Parecis-RO,red,11007
1101468,Pimenteiras do Oeste,0,NO,RO,M,2020,2169,01592473000198,NA,NA,Pimenteiras do Oeste-RO,red,11008
1101476,Primavera de Rondônia,0,NO,RO,M,2020,2856,84723030000116,500312.58,Câmara de Vereadores de Primavera de Rondônia - RO,Primavera de Rondônia-RO,red,11007
1101484,São Felipe D'Oeste,0,NO,RO,M,2020,5172,84745389000194,557608.57,Câmara de Vereadores de São Felipe D'Oeste - RO,São Felipe D'Oeste-RO,red,11007
1101492,São Francisco do Guaporé,0,NO,RO,M,2020,20266,01254422000156,NA,NA,São Francisco do Guaporé-RO,blue,11002
1101500,Seringueiras,0,NO,RO,M,2020,11856,63761993000134,877962.49,Câmara de Vereadores de Seringueiras - RO,Seringueiras-RO,blue,11005
1101559,Teixeirópolis,0,NO,RO,M,2020,4308,84722933000182,591141.97,Câmara de Vereadores de Teixeirópolis - RO,Teixeirópolis-RO,red,11004
1101609,Theobroma,0,NO,RO,M,2020,10444,84727601000190,722216.63,Câmara de Vereadores de Theobroma - RO,Theobroma-RO,blue,11004
1101708,Urupá,0,NO,RO,M,2020,11467,63787097000144,807132.4,Câmara de Vereadores de Urupá - RO,Urupá-RO,blue,11004
1101757,Vale do Anari,0,NO,RO,M,2020,11204,84722917000190,642341.8,Câmara de Vereadores de Vale do Anari - RO,Vale do Anari-RO,blue,11003
1101807,Vale do Paraíso,0,NO,RO,M,2020,6825,63786990000155,561968.27,Câmara de Vereadores de Vale do Paraíso - RO,Vale do Paraíso-RO,red,11004
1200013,Acrelândia,0,NO,AC,M,2020,15256,84306737000127,681014.67,Câmara de Vereadores de Acrelândia - AC,Acrelândia-AC,blue,12004
1200054,Assis Brasil,0,NO,AC,M,2020,7417,04045993000179,626961.5,Câmara de Vereadores de Assis Brasil - AC,Assis Brasil-AC,red,12005
1200104,Brasiléia,0,NO,AC,M,2020,26278,04508933000145,1611287.29,Câmara de Vereadores de Brasiléia - AC,Brasiléia-AC,blue,12005
1200138,Bujari,0,NO,AC,M,2020,10266,84306620000143,525226.84,Câmara de Vereadores de Bujari - AC,Bujari-AC,blue,12004
1200179,Capixaba,0,NO,AC,M,2020,11733,84306604000150,633217.96,Câmara de Vereadores de Capixaba - AC,Capixaba-AC,blue,12004
1200203,Cruzeiro do Sul,0,NO,AC,M,2020,88376,04012548000102,4271043.8,Câmara de Vereadores de Cruzeiro do Sul - AC,Cruzeiro do Sul-AC,blue,12001
1200252,Epitaciolândia,0,NO,AC,M,2020,18411,84306588000104,938787.78,Câmara de Vereadores de Epitaciolândia - AC,Epitaciolândia-AC,blue,12005
1200302,Feijó,0,NO,AC,M,2020,34780,04005179000120,1443311.06,Câmara de Vereadores de Feijó - AC,Feijó-AC,blue,12002
1200328,Jordão,0,NO,AC,M,2020,8317,84306497000160,451554.28,Câmara de Vereadores de Jordão - AC,Jordão-AC,red,12002
1200336,Mâncio Lima,0,NO,AC,M,2020,18977,04059671000189,1079360.02,Câmara de Vereadores de Mâncio Lima - AC,Mâncio Lima-AC,blue,12001
1200344,Manoel Urbano,0,NO,AC,M,2020,9459,04051207000146,462587.73,Câmara de Vereadores de Manoel Urbano - AC,Manoel Urbano-AC,red,12003
1200351,Marechal Thaumaturgo,0,NO,AC,M,2020,18867,84306463000176,774114.47,Câmara de Vereadores de Marechal Thaumaturgo - AC,Marechal Thaumaturgo-AC,blue,12001
1200385,Plácido de Castro,0,NO,AC,M,2020,19761,04076733000160,NA,NA,Plácido de Castro-AC,blue,12004
1200393,Porto Walter,0,NO,AC,M,2020,11982,63603625000168,689753.5,Câmara de Vereadores de Porto Walter - AC,Porto Walter-AC,blue,12001
1200401,Rio Branco,1,NO,AC,M,2020,407319,04034583000122,19346088.51,Câmara de Vereadores de Rio Branco - AC,Rio Branco-AC,blue,12004
1200427,Rodrigues Alves,0,NO,AC,M,2020,18930,84306455000120,452657.47,Câmara de Vereadores de Rodrigues Alves - AC,Rodrigues Alves-AC,blue,12001
1200435,Santa Rosa do Purus,0,NO,AC,M,2020,6540,84306521000161,484373.19,Câmara de Vereadores de Santa Rosa do Purus - AC,Santa Rosa do Purus-AC,red,12003
1200450,Senador Guiomard,0,NO,AC,M,2020,23024,04077251000125,1373202.55,Câmara de Vereadores de Senador Guiomard - AC,Senador Guiomard-AC,blue,12004
1200500,Sena Madureira,0,NO,AC,M,2020,45848,04513362000137,1717665.54,Câmara de Vereadores de Sena Madureira - AC,Sena Madureira-AC,blue,12003
1200609,Tarauacá,0,NO,AC,M,2020,42567,34693564000179,1669370.5,Câmara de Vereadores de Tarauacá - AC,Tarauacá-AC,blue,12002
1200708,Xapuri,0,NO,AC,M,2020,19323,04018560000124,1304653.57,Câmara de Vereadores de Xapuri - AC,Xapuri-AC,blue,12005
1200807,Porto Acre,0,NO,AC,M,2020,18504,84306661000130,904753.94,Câmara de Vereadores de Porto Acre - AC,Porto Acre-AC,blue,12004
1300029,Alvarães,0,NO,AM,M,2020,16041,04628335000100,1034074.69,Câmara de Vereadores de Alvarães - AM,Alvarães-AM,blue,13005
1300060,Amaturá,0,NO,AM,M,2020,11536,04628723000190,859883.88,Câmara de Vereadores de Amaturá - AM,Amaturá-AM,blue,13003
1300086,Anamã,0,NO,AM,M,2020,13614,04628020000162,NA,NA,Anamã-AM,blue,13006
1300102,Anori,0,NO,AM,M,2020,21010,04262762000117,1355607.37,Câmara de Vereadores de Anori - AM,Anori-AM,blue,13006
1300144,Apuí,0,NO,AM,M,2020,21973,22812960000199,1416684.13,Câmara de Vereadores de Apuí - AM,Apuí-AM,blue,13013
1300201,Atalaia do Norte,0,NO,AM,M,2020,19921,04530713000118,NA,NA,Atalaia do Norte-AM,blue,13003
1300300,Autazes,0,NO,AM,M,2020,39565,04477642000137,1777180.56,Câmara de Vereadores de Autazes - AM,Autazes-AM,blue,13007
1300409,Barcelos,0,NO,AM,M,2020,27502,04271037000105,1764909.04,Câmara de Vereadores de Barcelos - AM,Barcelos-AM,blue,13001
1300508,Barreirinha,0,NO,AM,M,2020,32041,04283040000149,1524298.39,Câmara de Vereadores de Barreirinha - AM,Barreirinha-AM,blue,13010
1300607,Benjamin Constant,0,NO,AM,M,2020,42984,04243978000135,1824273.75,Câmara de Vereadores de Benjamin Constant - AM,Benjamin Constant-AM,blue,13003
1300631,Beruri,0,NO,AM,M,2020,19679,04628111000106,NA,NA,Beruri-AM,blue,13006
1300680,Boa Vista do Ramos,0,NO,AM,M,2020,19207,04629283000196,NA,NA,Boa Vista do Ramos-AM,blue,13010
1300706,Boca do Acre,0,NO,AM,M,2020,34308,15811318000120,1671869.87,Câmara de Vereadores de Boca do Acre - AM,Boca do Acre-AM,blue,13011
1300805,Borba,0,NO,AM,M,2020,41161,04477568000159,1742608.47,Câmara de Vereadores de Borba - AM,Borba-AM,blue,13013
1300839,Caapiranga,0,NO,AM,M,2020,13081,04628046000100,757929.18,Câmara de Vereadores de Caapiranga - AM,Caapiranga-AM,blue,13006
1300904,Canutama,0,NO,AM,M,2020,15629,04247441000143,NA,NA,Canutama-AM,blue,13012
1301001,Carauari,0,NO,AM,M,2020,28294,04530044000184,1668920.77,Câmara de Vereadores de Carauari - AM,Carauari-AM,blue,13004
1301100,Careiro,0,NO,AM,M,2020,37869,04332995000149,NA,NA,Careiro-AM,blue,13007
1301159,Careiro da Várzea,0,NO,AM,M,2020,30225,23006331000134,1287130.33,Câmara de Vereadores de Careiro da Várzea - AM,Careiro da Várzea-AM,blue,13007
1301209,Coari,0,NO,AM,M,2020,85097,04262432000121,6293986.2,Câmara de Vereadores de Coari - AM,Coari-AM,blue,13006
1301308,Codajás,0,NO,AM,M,2020,28637,04263331000256,1586323.22,Câmara de Vereadores de Codajás - AM,Codajás-AM,blue,13006
1301407,Eirunepé,0,NO,AM,M,2020,35273,04190765000192,NA,NA,Eirunepé-AM,blue,13004
1301506,Envira,0,NO,AM,M,2020,20033,04530895000127,1003981.8,Câmara de Vereadores de Envira - AM,Envira-AM,blue,13004
1301605,Fonte Boa,0,NO,AM,M,2020,17609,04530101000125,NA,NA,Fonte Boa-AM,blue,13003
1301654,Guajará,0,NO,AM,M,2020,16678,22812242000112,NA,NA,Guajará-AM,blue,13004
1301704,Humaitá,0,NO,AM,M,2020,55080,04465209000181,1978642.63,Câmara de Vereadores de Humaitá - AM,Humaitá-AM,blue,13013
1301803,Ipixuna,0,NO,AM,M,2020,29689,04191078000191,NA,NA,Ipixuna-AM,blue,13004
1301852,Iranduba,0,NO,AM,M,2020,48296,04628533000173,NA,NA,Iranduba-AM,blue,13007
1301902,Itacoatiara,0,NO,AM,M,2020,101337,04241980000175,4747873.04,Câmara de Vereadores de Itacoatiara - AM,Itacoatiara-AM,blue,13009
1301951,Itamarati,0,NO,AM,M,2020,7851,04628376000104,712154.82,Câmara de Vereadores de Itamarati - AM,Itamarati-AM,red,13004
1302009,Itapiranga,0,NO,AM,M,2020,9148,04495644000159,745476.42,Câmara de Vereadores de Itapiranga - AM,Itapiranga-AM,red,13009
1302108,Japurá,0,NO,AM,M,2020,2755,04505509000147,813236.51,Câmara de Vereadores de Japurá - AM,Japurá-AM,red,13002
1302207,Juruá,0,NO,AM,M,2020,14712,04588596000143,NA,NA,Juruá-AM,blue,13004
1302306,Jutaí,0,NO,AM,M,2020,14317,04285896000153,1413910.96,Câmara de Vereadores de Jutaí - AM,Jutaí-AM,blue,13003
1302405,Lábrea,0,NO,AM,M,2020,46069,05830872000109,NA,NA,Lábrea-AM,blue,13012
1302504,Manacapuru,0,NO,AM,M,2020,97377,04274064000131,3757752.81,Câmara de Vereadores de Manacapuru - AM,Manacapuru-AM,blue,13007
1302553,Manaquiri,0,NO,AM,M,2020,32105,04641551000195,1282429.48,Câmara de Vereadores de Manaquiri - AM,Manaquiri-AM,blue,13007
1302603,Manaus,1,NO,AM,M,2020,2182763,04365326000173,105113989.86,Câmara de Vereadores de Manaus - AM,Manaus-AM,blue,13007
1302702,Manicoré,0,NO,AM,M,2020,55751,04197166000109,2454702.54,Câmara de Vereadores de Manicoré - AM,Manicoré-AM,blue,13013
1302801,Maraã,0,NO,AM,M,2020,18224,04505640000104,1244972.33,Câmara de Vereadores de Maraã - AM,Maraã-AM,blue,13002
1302900,Maués,0,NO,AM,M,2020,63905,04282869000127,2362653.4,Câmara de Vereadores de Maués - AM,Maués-AM,blue,13010
1303007,Nhamundá,0,NO,AM,M,2020,21173,04283578000153,NA,NA,Nhamundá-AM,blue,13010
1303106,Nova Olinda do Norte,0,NO,AM,M,2020,37378,04477600000104,NA,NA,Nova Olinda do Norte-AM,blue,13009
1303205,Novo Airão,0,NO,AM,M,2020,19454,04533113000103,NA,NA,Novo Airão-AM,blue,13001
1303304,Novo Aripuanã,0,NO,AM,M,2020,25644,04278818000121,NA,NA,Novo Aripuanã-AM,blue,13013
1303403,Parintins,0,NO,AM,M,2020,114273,04329736000169,3748701.23,Câmara de Vereadores de Parintins - AM,Parintins-AM,blue,13010
1303502,Pauini,0,NO,AM,M,2020,19426,04530135000110,1283820.69,Câmara de Vereadores de Pauini - AM,Pauini-AM,blue,13011
1303536,Presidente Figueiredo,0,NO,AM,M,2020,36279,04628681000198,5018893.48,Câmara de Vereadores de Presidente Figueiredo - AM,Presidente Figueiredo-AM,blue,13008
1303569,Rio Preto da Eva,0,NO,AM,M,2020,33347,04629697000115,1258848.73,Câmara de Vereadores de Rio Preto da Eva - AM,Rio Preto da Eva-AM,blue,13008
1303601,Santa Isabel do Rio Negro,0,NO,AM,M,2020,25156,04194239000109,1122895.67,Câmara de Vereadores de Santa Isabel do Rio Negro - AM,Santa Isabel do Rio Negro-AM,blue,13001
1303700,Santo Antônio do Içá,0,NO,AM,M,2020,21602,04532057000192,1473508.69,Câmara de Vereadores de Santo Antônio do Içá - AM,Santo Antônio do Içá-AM,blue,13003
1303809,São Gabriel da Cachoeira,0,NO,AM,M,2020,45564,04272670000118,1639977.68,Câmara de Vereadores de São Gabriel da Cachoeira - AM,São Gabriel da Cachoeira-AM,blue,13001
1303908,São Paulo de Olivença,0,NO,AM,M,2020,39299,05829577000124,1545345.48,Câmara de Vereadores de São Paulo de Olivença - AM,São Paulo de Olivença-AM,blue,13003
1303957,São Sebastião do Uatumã,0,NO,AM,M,2020,14020,04628418000107,785186.28,Câmara de Vereadores de São Sebastião do Uatumã - AM,São Sebastião do Uatumã-AM,blue,13010
1304005,Silves,0,NO,AM,M,2020,9171,04477634000190,810113.5,Câmara de Vereadores de Silves - AM,Silves-AM,red,13009
1304062,Tabatinga,0,NO,AM,M,2020,65844,04011805000191,1848682.17,Câmara de Vereadores de Tabatinga - AM,Tabatinga-AM,blue,13003
1304104,Tapauá,0,NO,AM,M,2020,17156,04530390000162,1596344.13,Câmara de Vereadores de Tapauá - AM,Tapauá-AM,blue,13012
1304203,Tefé,0,NO,AM,M,2020,59849,04426383000115,2795087.69,Câmara de Vereadores de Tefé - AM,Tefé-AM,blue,13005
1304237,Tonantins,0,NO,AM,M,2020,18755,04628608000116,1042131.29,Câmara de Vereadores de Tonantins - AM,Tonantins-AM,blue,13003
1304260,Uarini,0,NO,AM,M,2020,13540,04647079000106,NA,NA,Uarini-AM,blue,13005
1304302,Urucará,0,NO,AM,M,2020,16256,04477782000105,NA,NA,Urucará-AM,blue,13010
1304401,Urucurituba,0,NO,AM,M,2020,23065,04502571000185,1165112.11,Câmara de Vereadores de Urucurituba - AM,Urucurituba-AM,blue,13009
1400027,Amajari,0,NO,RR,M,2020,12796,01614081000182,335241.38,Câmara de Vereadores de Amajari - RR,Amajari-RR,blue,14001
1400050,Alto Alegre,0,NO,RR,M,2020,15510,04056206000194,497319.55,Câmara de Vereadores de Alto Alegre - RR,Alto Alegre-RR,blue,14001
1400100,Boa Vista,1,NO,RR,M,2020,399213,05943030000155,24342364.33,Câmara de Vereadores de Boa Vista - RR,Boa Vista-RR,blue,14001
1400159,Bonfim,0,NO,RR,M,2020,12409,04056214000130,423116.98,Câmara de Vereadores de Bonfim - RR,Bonfim-RR,blue,14002
1400175,Cantá,0,NO,RR,M,2020,18335,01612682000156,326757.05,Câmara de Vereadores de Cantá - RR,Cantá-RR,blue,14002
1400209,Caracaraí,0,NO,RR,M,2020,21926,04653408000113,1012367.25,Câmara de Vereadores de Caracaraí - RR,Caracaraí-RR,blue,14003
1400233,Caroebe,0,NO,RR,M,2020,10169,01614606000180,391696.97,Câmara de Vereadores de Caroebe - RR,Caroebe-RR,blue,14004
1400282,Iracema,0,NO,RR,M,2020,11950,01613028000167,NA,NA,Iracema-RR,blue,14003
1400308,Mucajaí,0,NO,RR,M,2020,17853,04056198000186,502497.64,Câmara de Vereadores de Mucajaí - RR,Mucajaí-RR,blue,14003
1400407,Normandia,0,NO,RR,M,2020,11290,04056222000187,310404.58,Câmara de Vereadores de Normandia - RR,Normandia-RR,blue,14002
1400456,Pacaraima,0,NO,RR,M,2020,17401,01612675000154,507518.42,Câmara de Vereadores de Pacaraima - RR,Pacaraima-RR,blue,14001
1400472,Rorainópolis,0,NO,RR,M,2020,30163,01613031000180,916489.17,Câmara de Vereadores de Rorainópolis - RR,Rorainópolis-RR,blue,14004
1400506,São João da Baliza,0,NO,RR,M,2020,8201,04056248000125,363719.64,Câmara de Vereadores de São João da Baliza - RR,São João da Baliza-RR,red,14004
1400605,São Luiz,0,NO,RR,M,2020,7986,04056230000123,356879.56,Câmara de Vereadores de São Luiz - RR,São Luiz-RR,red,14004
1400704,Uiramutã,0,NO,RR,M,2020,10559,01612681000101,237689.18,Câmara de Vereadores de Uiramutã - RR,Uiramutã-RR,blue,14002
1500107,Abaetetuba,0,NO,PA,M,2020,157698,05105127000199,3317165.53,Câmara de Vereadores de Abaetetuba - PA,Abaetetuba-PA,blue,15011
1500131,Abel Figueiredo,0,NO,PA,M,2020,7434,83211375000128,585825.1,Câmara de Vereadores de Abel Figueiredo - PA,Abel Figueiredo-PA,red,15017
1500206,Acará,0,NO,PA,M,2020,55591,05196548000172,2056922.27,Câmara de Vereadores de Acará - PA,Acará-PA,blue,15012
1500305,Afuá,0,NO,PA,M,2020,39218,05119854000105,1399753.16,Câmara de Vereadores de Afuá - PA,Afuá-PA,blue,15005
1500347,Água Azul do Norte,0,NO,PA,M,2020,27430,34671057000134,1253673.67,Câmara de Vereadores de Água Azul do Norte - PA,Água Azul do Norte-PA,blue,15019
1500404,Alenquer,0,NO,PA,M,2020,56789,04838793000173,1970580.63,Câmara de Vereadores de Alenquer - PA,Alenquer-PA,blue,15002
1500503,Almeirim,0,NO,PA,M,2020,34109,05139464000105,1613536.23,Câmara de Vereadores de Almeirim - PA,Almeirim-PA,blue,15003
1500602,Altamira,0,NO,PA,M,2020,114594,05263116000137,4196460.11,Câmara de Vereadores de Altamira - PA,Altamira-PA,blue,15015
1500701,Anajás,0,NO,PA,M,2020,29277,05849955000131,1170649.04,Câmara de Vereadores de Anajás - PA,Anajás-PA,blue,15005
1500800,Ananindeua,0,NO,PA,M,2020,530598,05058441000168,10182683.5,Câmara de Vereadores de Ananindeua - PA,Ananindeua-PA,blue,15007
1500859,Anapu,0,NO,PA,M,2020,27890,01613194000163,1251616.43,Câmara de Vereadores de Anapu - PA,Anapu-PA,blue,15015
1500909,Augusto Corrêa,0,NO,PA,M,2020,45998,04873600000115,1586233.31,Câmara de Vereadores de Augusto Corrêa - PA,Augusto Corrêa-PA,blue,15010
1500958,Aurora do Pará,0,NO,PA,M,2020,31338,83267989000121,1143869.94,Câmara de Vereadores de Aurora do Pará - PA,Aurora do Pará-PA,blue,15013
1501006,Aveiro,0,NO,PA,M,2020,16388,04542916000124,790901.61,Câmara de Vereadores de Aveiro - PA,Aveiro-PA,blue,15014
1501105,Bagre,0,NO,PA,M,2020,30673,04876538000115,NA,NA,Bagre-PA,blue,15004
1501204,Baião,0,NO,PA,M,2020,47446,05425871000170,NA,NA,Baião-PA,blue,15011
1501253,Bannach,0,NO,PA,M,2020,3286,01595320000102,652008.19,Câmara de Vereadores de Bannach - PA,Bannach-PA,red,15018
1501303,Barcarena,0,NO,PA,M,2020,124680,05058458000115,12984157.19,Câmara de Vereadores de Barcarena - PA,Barcarena-PA,blue,15007
1501402,Belém,1,NO,PA,M,2020,1492745,05055009000113,65918965.16,Câmara de Vereadores de Belém - PA,Belém-PA,blue,15007
1501451,Belterra,0,NO,PA,M,2020,17732,01614112000103,1103325.09,Câmara de Vereadores de Belterra - PA,Belterra-PA,blue,15002
1501501,Benevides,0,NO,PA,M,2020,62737,05058466000161,2998991.9,Câmara de Vereadores de Benevides - PA,Benevides-PA,blue,15007
1501576,Bom Jesus do Tocantins,0,NO,PA,M,2020,16981,22938757000163,620050.18,Câmara de Vereadores de Bom Jesus do Tocantins - PA,Bom Jesus do Tocantins-PA,blue,15017
1501600,Bonito,0,NO,PA,M,2020,16286,05149083000107,779991.22,Câmara de Vereadores de Bonito - PA,Bonito-PA,blue,15010
1501709,Bragança,0,NO,PA,M,2020,127686,04873592000107,3012215.66,Câmara de Vereadores de Bragança - PA,Bragança-PA,blue,15010
1501725,Brasil Novo,0,NO,PA,M,2020,15086,34887950000100,939801.94,Câmara de Vereadores de Brasil Novo - PA,Brasil Novo-PA,blue,15015
1501758,Brejo Grande do Araguaia,0,NO,PA,M,2020,7380,22938773000156,522865.16,Câmara de Vereadores de Brejo Grande do Araguaia - PA,Brejo Grande do Araguaia-PA,red,15020
1501782,Breu Branco,0,NO,PA,M,2020,66046,34626440000170,1783099.42,Câmara de Vereadores de Breu Branco - PA,Breu Branco-PA,blue,15016
1501808,Breves,0,NO,PA,M,2020,102701,04876389000194,NA,NA,Breves-PA,blue,15005
1501907,Bujaru,0,NO,PA,M,2020,29132,05196563000110,1171354.52,Câmara de Vereadores de Bujaru - PA,Bujaru-PA,blue,15008
1501956,Cachoeira do Piriá,0,NO,PA,M,2020,33900,01612360000107,1080727.99,Câmara de Vereadores de Cachoeira do Piriá - PA,Cachoeira do Piriá-PA,blue,15013
1502004,Cachoeira do Arari,0,NO,PA,M,2020,23767,04884482000140,NA,NA,Cachoeira do Arari-PA,blue,15006
1502103,Cametá,0,NO,PA,M,2020,137890,05105283000150,2053343.23,Câmara de Vereadores de Cametá - PA,Cametá-PA,blue,15011
1502152,Canaã dos Carajás,0,NO,PA,M,2020,37085,01613321000124,5739631.56,Câmara de Vereadores de Canaã dos Carajás - PA,Canaã dos Carajás-PA,blue,15019
1502202,Capanema,0,NO,PA,M,2020,69027,05149091000145,2838241.88,Câmara de Vereadores de Capanema - PA,Capanema-PA,blue,15010
1502301,Capitão Poço,0,NO,PA,M,2020,54303,05149109000109,1667105.51,Câmara de Vereadores de Capitão Poço - PA,Capitão Poço-PA,blue,15013
1502400,Castanhal,0,NO,PA,M,2020,200793,05121991000184,9597064.46,Câmara de Vereadores de Castanhal - PA,Castanhal-PA,blue,15008
1502509,Chaves,0,NO,PA,M,2020,23717,04888111000137,937587.23,Câmara de Vereadores de Chaves - PA,Chaves-PA,blue,15006
1502608,Colares,0,NO,PA,M,2020,12085,05835939000190,621519.98,Câmara de Vereadores de Colares - PA,Colares-PA,blue,15009
1502707,Conceição do Araguaia,0,NO,PA,M,2020,47864,05070404000175,1960639.3,Câmara de Vereadores de Conceição do Araguaia - PA,Conceição do Araguaia-PA,blue,15022
1502756,Concórdia do Pará,0,NO,PA,M,2020,33318,14145791000152,NA,NA,Concórdia do Pará-PA,blue,15012
1502764,Cumaru do Norte,0,NO,PA,M,2020,13473,34670976000193,1096211.17,Câmara de Vereadores de Cumaru do Norte - PA,Cumaru do Norte-PA,blue,15018
