cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj,valor,instituicao,ente_uf,cores,MicroRegion
4215109,Rodeio,0,SU,SC,M,2020,11551,83102814000164,547779.92,Câmara de Vereadores de Rodeio - SC,Rodeio-SC,blue,42012
4215208,Romelândia,0,SU,SC,M,2020,4786,82821182000126,613721.26,Câmara de Vereadores de Romelândia - SC,Romelândia-SC,red,42001
4215307,Salete,0,SU,SC,M,2020,7642,83102723000129,801035.91,Câmara de Vereadores de Salete - SC,Salete-SC,red,42011
4215356,Saltinho,0,SU,SC,M,2020,3781,01612844000156,NA,NA,Saltinho-SC,red,42002
4215406,Salto Veloso,0,SU,SC,M,2020,4718,82827353000124,464926.43,Câmara de Vereadores de Salto Veloso - SC,Salto Veloso-SC,red,42004
4215455,Sangão,0,SU,SC,M,2020,12678,95780458000117,788658.95,Câmara de Vereadores de Sangão - SC,Sangão-SC,blue,42018
4215505,Santa Cecília,0,SU,SC,M,2020,16830,85997237000141,NA,NA,Santa Cecília-SC,blue,42009
4215554,Santa Helena,0,SU,SC,M,2020,2223,80912140000175,552908.53,Câmara de Vereadores de Santa Helena - SC,Santa Helena-SC,red,42001
4215604,Santa Rosa de Lima,0,SU,SC,M,2020,2142,82926593000186,549583.82,Câmara de Vereadores de Santa Rosa de Lima - SC,Santa Rosa de Lima-SC,red,42018
4215653,Santa Rosa do Sul,0,SU,SC,M,2020,8358,80989965000198,NA,NA,Santa Rosa do Sul-SC,red,42020
4215679,Santa Terezinha,0,SU,SC,M,2020,8787,95951323000177,714602.7,Câmara de Vereadores de Santa Terezinha - SC,Santa Terezinha-SC,red,42006
4215687,Santa Terezinha do Progresso,0,SU,SC,M,2020,2428,01612847000190,625075.42,Câmara de Vereadores de Santa Terezinha do Progresso - SC,Santa Terezinha do Progresso-SC,red,42002
4215695,Santiago do Sul,0,SU,SC,M,2020,1260,01612781000138,NA,NA,Santiago do Sul-SC,red,42002
4215703,Santo Amaro da Imperatriz,0,SU,SC,M,2020,23245,82892324000146,NA,NA,Santo Amaro da Imperatriz-SC,blue,42016
4215752,São Bernardino,0,SU,SC,M,2020,2336,01612812000150,461985.54,Câmara de Vereadores de São Bernardino - SC,São Bernardino-SC,red,42002
4215802,São Bento do Sul,0,SU,SC,M,2020,84507,86051398000100,2623656.41,Câmara de Vereadores de São Bento do Sul - SC,São Bento do Sul-SC,blue,42007
4215901,São Bonifácio,0,SU,SC,M,2020,2838,82892340000139,373038,Câmara de Vereadores de São Bonifácio - SC,São Bonifácio-SC,red,42017
4216008,São Carlos,0,SU,SC,M,2020,11281,82945718000115,802315.46,Câmara de Vereadores de São Carlos - SC,São Carlos-SC,blue,42002
4216057,São Cristovão do Sul,0,SU,SC,M,2020,5549,95991261000127,678122.7,Câmara de Vereadores de São Cristovão do Sul - SC,São Cristovão do Sul-SC,red,42009
4216107,São Domingos,0,SU,SC,M,2020,9445,83009894000108,833441.61,Câmara de Vereadores de São Domingos - SC,São Domingos-SC,red,42003
4216206,São Francisco do Sul,0,SU,SC,M,2020,52721,83102269000106,6719309.43,Câmara de Vereadores de São Francisco do Sul - SC,São Francisco do Sul-SC,blue,42008
4216255,São João do Oeste,0,SU,SC,M,2020,6381,80911936000103,NA,NA,São João do Oeste-SC,red,42001
4216305,São João Batista,0,SU,SC,M,2020,37424,82925652000100,1120820.98,Câmara de Vereadores de São João Batista - SC,São João Batista-SC,blue,42015
4216354,São João do Itaperiú,0,SU,SC,M,2020,3733,95954442000183,612342.59,Câmara de Vereadores de São João do Itaperiú - SC,São João do Itaperiú-SC,red,42013
4216404,São João do Sul,0,SU,SC,M,2020,7297,82547274000160,698080.36,Câmara de Vereadores de São João do Sul - SC,São João do Sul-SC,red,42020
4216503,São Joaquim,0,SU,SC,M,2020,26952,82561093000198,1099968.76,Câmara de Vereadores de São Joaquim - SC,São Joaquim-SC,blue,42010
4216602,São José,0,SU,SC,M,2020,246586,82892274000105,12800411,Câmara de Vereadores de São José - SC,São José-SC,blue,42016
4216701,São José do Cedro,0,SU,SC,M,2020,13829,83026781000110,767238.39,Câmara de Vereadores de São José do Cedro - SC,São José do Cedro-SC,blue,42001
4216800,São José do Cerrito,0,SU,SC,M,2020,8295,82777327000139,797777.52,Câmara de Vereadores de São José do Cerrito - SC,São José do Cerrito-SC,red,42010
4216909,São Lourenço do Oeste,0,SU,SC,M,2020,24076,83021873000108,1271988.78,Câmara de Vereadores de São Lourenço do Oeste - SC,São Lourenço do Oeste-SC,blue,42002
4217006,São Ludgero,0,SU,SC,M,2020,13410,82926536000105,1131866.6,Câmara de Vereadores de São Ludgero - SC,São Ludgero-SC,blue,42018
4217105,São Martinho,0,SU,SC,M,2020,3180,82836818000103,593905.68,Câmara de Vereadores de São Martinho - SC,São Martinho-SC,red,42018
4217154,São Miguel da Boa Vista,0,SU,SC,M,2020,1820,80912124000182,503101.02,Câmara de Vereadores de São Miguel da Boa Vista - SC,São Miguel da Boa Vista-SC,red,42002
4217204,São Miguel do Oeste,0,SU,SC,M,2020,40482,82821174000180,3609783.27,Câmara de Vereadores de São Miguel do Oeste - SC,São Miguel do Oeste-SC,blue,42001
4217253,São Pedro de Alcântara,0,SU,SC,M,2020,5823,01613101000109,609491.73,Câmara de Vereadores de São Pedro de Alcântara - SC,São Pedro de Alcântara-SC,red,42016
4217303,Saudades,0,SU,SC,M,2020,9745,83021881000154,529320.6,Câmara de Vereadores de Saudades - SC,Saudades-SC,red,42002
4217402,Schroeder,0,SU,SC,M,2020,21365,83102491000109,1252531.84,Câmara de Vereadores de Schroeder - SC,Schroeder-SC,blue,42008
4217501,Seara,0,SU,SC,M,2020,17541,83024505000113,1147283.82,Câmara de Vereadores de Seara - SC,Seara-SC,blue,42005
4217550,Serra Alta,0,SU,SC,M,2020,3263,80622319000198,523508.59,Câmara de Vereadores de Serra Alta - SC,Serra Alta-SC,red,42002
4217600,Siderópolis,0,SU,SC,M,2020,14007,82929407000162,1295305.81,Câmara de Vereadores de Siderópolis - SC,Siderópolis-SC,blue,42019
4217709,Sombrio,0,SU,SC,M,2020,30374,82963216000117,2304714.09,Câmara de Vereadores de Sombrio - SC,Sombrio-SC,blue,42020
4217758,Sul Brasil,0,SU,SC,M,2020,2461,95990107000130,420596.51,Câmara de Vereadores de Sul Brasil - SC,Sul Brasil-SC,red,42002
4217808,Taió,0,SU,SC,M,2020,18395,82765488000102,1357431.5,Câmara de Vereadores de Taió - SC,Taió-SC,blue,42011
4217907,Tangará,0,SU,SC,M,2020,8676,82827999000101,952447.8,Câmara de Vereadores de Tangará - SC,Tangará-SC,red,42004
4217956,Tigrinhos,0,SU,SC,M,2020,1633,01566620000155,531099.13,Câmara de Vereadores de Tigrinhos - SC,Tigrinhos-SC,red,42002
4218004,Tijucas,0,SU,SC,M,2020,38407,82577636000165,2979472.5,Câmara de Vereadores de Tijucas - SC,Tijucas-SC,blue,42015
4218103,Timbé do Sul,0,SU,SC,M,2020,5348,82915232000134,772879.48,Câmara de Vereadores de Timbé do Sul - SC,Timbé do Sul-SC,red,42020
4218202,Timbó,0,SU,SC,M,2020,44238,83102764000115,1728434.02,Câmara de Vereadores de Timbó - SC,Timbó-SC,blue,42012
4218251,Timbó Grande,0,SU,SC,M,2020,7877,78497492000160,869733.28,Câmara de Vereadores de Timbó Grande - SC,Timbó Grande-SC,red,42006
4218301,Três Barras,0,SU,SC,M,2020,19275,83102400000135,2229134.41,Câmara de Vereadores de Três Barras - SC,Três Barras-SC,blue,42006
4218350,Treviso,0,SU,SC,M,2020,3929,01614019000190,795565.98,Câmara de Vereadores de Treviso - SC,Treviso-SC,red,42019
4218400,Treze de Maio,0,SU,SC,M,2020,7081,82928672000126,556456.97,Câmara de Vereadores de Treze de Maio - SC,Treze de Maio-SC,red,42018
4218509,Treze Tílias,0,SU,SC,M,2020,7840,82777251000141,610848.25,Câmara de Vereadores de Treze Tílias - SC,Treze Tílias-SC,red,42004
4218608,Trombudo Central,0,SU,SC,M,2020,7360,83102731000175,596236.22,Câmara de Vereadores de Trombudo Central - SC,Trombudo Central-SC,red,42011
4218707,Tubarão,0,SU,SC,M,2020,105686,82928656000133,6938572.3,Câmara de Vereadores de Tubarão - SC,Tubarão-SC,blue,42018
4218756,Tunápolis,0,SU,SC,M,2020,4543,78486198000152,446666.56,Câmara de Vereadores de Tunápolis - SC,Tunápolis-SC,red,42001
4218806,Turvo,0,SU,SC,M,2020,12899,82548983000160,1070155.62,Câmara de Vereadores de Turvo - SC,Turvo-SC,blue,42020
4218855,União do Oeste,0,SU,SC,M,2020,2464,78505591000146,632071.45,Câmara de Vereadores de União do Oeste - SC,União do Oeste-SC,red,42002
4218905,Urubici,0,SU,SC,M,2020,11235,82843582000132,NA,NA,Urubici-SC,blue,42010
4218954,Urupema,0,SU,SC,M,2020,2465,78492576000100,491707.71,Câmara de Vereadores de Urupema - SC,Urupema-SC,red,42010
4219002,Urussanga,0,SU,SC,M,2020,21268,82930181000110,1586289.63,Câmara de Vereadores de Urussanga - SC,Urussanga-SC,blue,42019
4219101,Vargeão,0,SU,SC,M,2020,3573,83009928000164,485176.12,Câmara de Vereadores de Vargeão - SC,Vargeão-SC,red,42003
4219150,Vargem,0,SU,SC,M,2020,2477,95995130000118,NA,NA,Vargem-SC,red,42009
4219176,Vargem Bonita,0,SU,SC,M,2020,4492,95996187000131,864599.44,Câmara de Vereadores de Vargem Bonita - SC,Vargem Bonita-SC,red,42004
4219200,Vidal Ramos,0,SU,SC,M,2020,6338,83102376000134,557089,Câmara de Vereadores de Vidal Ramos - SC,Vidal Ramos-SC,red,42014
4219309,Videira,0,SU,SC,M,2020,53065,83039842000184,1169075.45,Câmara de Vereadores de Videira - SC,Videira-SC,blue,42004
4219358,Vitor Meireles,0,SU,SC,M,2020,4979,79372520000185,458008.9,Câmara de Vereadores de Vitor Meireles - SC,Vitor Meireles-SC,red,42011
4219408,Witmarsum,0,SU,SC,M,2020,3965,83102442000176,515861.94,Câmara de Vereadores de Witmarsum - SC,Witmarsum-SC,red,42011
4219507,Xanxerê,0,SU,SC,M,2020,50982,83009860000113,3236656.96,Câmara de Vereadores de Xanxerê - SC,Xanxerê-SC,blue,42003
4219606,Xavantina,0,SU,SC,M,2020,3933,83009878000115,453988.16,Câmara de Vereadores de Xavantina - SC,Xavantina-SC,red,42005
4219705,Xaxim,0,SU,SC,M,2020,28706,82854670000130,1609304.44,Câmara de Vereadores de Xaxim - SC,Xaxim-SC,blue,42003
4219853,Zortéa,0,SU,SC,M,2020,3363,01612387000108,555375.12,Câmara de Vereadores de Zortéa - SC,Zortéa-SC,red,42009
4220000,Balneário Rincão,0,SU,SC,M,2020,12760,17243084000197,1213950.45,Câmara de Vereadores de Balneário Rincão - SC,Balneário Rincão-SC,blue,42019
4300034,Aceguá,0,SU,RS,M,2020,4901,04217437000132,NA,NA,Aceguá-RS,red,43031
4300059,Água Santa,0,SU,RS,M,2020,3748,92406495000171,445405.54,Câmara de Vereadores de Água Santa - RS,Água Santa-RS,red,43010
4300109,Agudo,0,SU,RS,M,2020,16461,87531976000179,838446.61,Câmara de Vereadores de Agudo - RS,Agudo-RS,blue,43019
4300208,Ajuricaba,0,SU,RS,M,2020,7024,87613253000119,NA,NA,Ajuricaba-RS,red,43008
4300307,Alecrim,0,SU,RS,M,2020,5950,87612784000197,338911.41,Câmara de Vereadores de Alecrim - RS,Alecrim-RS,red,43001
4300406,Alegrete,0,SU,RS,M,2020,73589,87896874000157,5758797.57,Câmara de Vereadores de Alegrete - RS,Alegrete-RS,blue,43029
4300455,Alegria,0,SU,RS,M,2020,3464,92465228000175,586466.93,Câmara de Vereadores de Alegria - RS,Alegria-RS,red,43008
4300471,Almirante Tamandaré do Sul,0,SU,RS,M,2020,1964,04215782000137,502266.14,Câmara de Vereadores de Almirante Tamandaré do Sul - RS,Almirante Tamandaré do Sul-RS,red,43009
4300505,Alpestre,0,SU,RS,M,2020,6258,87612933000118,791598.44,Câmara de Vereadores de Alpestre - RS,Alpestre-RS,red,43003
4300554,Alto Alegre,0,SU,RS,M,2020,1638,92406057000103,NA,NA,Alto Alegre-RS,red,43011
4300570,Alto Feliz,0,SU,RS,M,2020,3028,92123926000192,222155.13,Câmara de Vereadores de Alto Feliz - RS,Alto Feliz-RS,red,43023
4300604,Alvorada,0,SU,RS,M,2020,210305,88000906000157,7592218.62,Câmara de Vereadores de Alvorada - RS,Alvorada-RS,blue,43026
4300638,Amaral Ferrador,0,SU,RS,M,2020,7031,90152299000192,658811.02,Câmara de Vereadores de Amaral Ferrador - RS,Amaral Ferrador-RS,red,43032
4300646,Ametista do Sul,0,SU,RS,M,2020,7409,92411156000183,NA,NA,Ametista do Sul-RS,red,43003
4300661,André da Rocha,0,SU,RS,M,2020,1333,90483066000172,383497.33,Câmara de Vereadores de André da Rocha - RS,André da Rocha-RS,red,43014
4300703,Anta Gorda,0,SU,RS,M,2020,5981,87261509000176,403755.36,Câmara de Vereadores de Anta Gorda - RS,Anta Gorda-RS,red,43014
4300802,Antônio Prado,0,SU,RS,M,2020,13050,87842233000110,756941.7,Câmara de Vereadores de Antônio Prado - RS,Antônio Prado-RS,blue,43016
4300851,Arambaré,0,SU,RS,M,2020,3581,90152950000124,677323.58,Câmara de Vereadores de Arambaré - RS,Arambaré-RS,red,43028
4300877,Araricá,0,SU,RS,M,2020,5698,01612918000154,NA,NA,Araricá-RS,red,43026
4300901,Aratiba,0,SU,RS,M,2020,6235,87613469000184,1183974.18,Câmara de Vereadores de Aratiba - RS,Aratiba-RS,red,43004
4301008,Arroio do Meio,0,SU,RS,M,2020,20805,87297271000139,1020614.15,Câmara de Vereadores de Arroio do Meio - RS,Arroio do Meio-RS,blue,43021
4301057,Arroio do Sal,0,SU,RS,M,2020,10065,91103093000135,1779057.91,Câmara de Vereadores de Arroio do Sal - RS,Arroio do Sal-RS,blue,43027
4301073,Arroio do Padre,0,SU,RS,M,2020,2937,04218960000183,NA,NA,Arroio do Padre-RS,red,43033
4301107,Arroio dos Ratos,0,SU,RS,M,2020,14151,88363072000144,897006.44,Câmara de Vereadores de Arroio dos Ratos - RS,Arroio dos Ratos-RS,blue,43025
4301206,Arroio do Tigre,0,SU,RS,M,2020,13373,87590998000100,683175.39,Câmara de Vereadores de Arroio do Tigre - RS,Arroio do Tigre-RS,blue,43020
4301305,Arroio Grande,0,SU,RS,M,2020,18293,88860366000181,1773625.78,Câmara de Vereadores de Arroio Grande - RS,Arroio Grande-RS,blue,43034
4301404,Arvorezinha,0,SU,RS,M,2020,10424,87612750000100,893784.1,Câmara de Vereadores de Arvorezinha - RS,Arvorezinha-RS,blue,43014
4301503,Augusto Pestana,0,SU,RS,M,2020,6661,87613246000117,496996.32,Câmara de Vereadores de Augusto Pestana - RS,Augusto Pestana-RS,red,43008
4301552,Áurea,0,SU,RS,M,2020,3554,92453802000175,499454.85,Câmara de Vereadores de Áurea - RS,Áurea-RS,red,43004
4301602,Bagé,0,SU,RS,M,2020,121143,88073291000199,7851795.6,Câmara de Vereadores de Bagé - RS,Bagé-RS,blue,43031
4301636,Balneário Pinhal,0,SU,RS,M,2020,14068,01611339000197,1258482.47,Câmara de Vereadores de Balneário Pinhal - RS,Balneário Pinhal-RS,blue,43027
4301651,Barão,0,SU,RS,M,2020,6171,91693325000152,528080.46,Câmara de Vereadores de Barão - RS,Barão-RS,red,43023
4301701,Barão de Cotegipe,0,SU,RS,M,2020,6623,87613451000182,NA,NA,Barão de Cotegipe-RS,red,43004
4301750,Barão do Triunfo,0,SU,RS,M,2020,7487,91900365000128,NA,NA,Barão do Triunfo-RS,red,43025
4301800,Barracão,0,SU,RS,M,2020,5275,87613618000105,784655.16,Câmara de Vereadores de Barracão - RS,Barracão-RS,red,43005
4301859,Barra do Guarita,0,SU,RS,M,2020,3248,94726312000120,NA,NA,Barra do Guarita-RS,red,43002
4301875,Barra do Quaraí,0,SU,RS,M,2020,4215,01610910000159,935490.91,Câmara de Vereadores de Barra do Quaraí - RS,Barra do Quaraí-RS,red,43029
4301909,Barra do Ribeiro,0,SU,RS,M,2020,13491,88811930000176,903564.08,Câmara de Vereadores de Barra do Ribeiro - RS,Barra do Ribeiro-RS,blue,43028
4301925,Barra do Rio Azul,0,SU,RS,M,2020,1690,93539153000192,416695.19,Câmara de Vereadores de Barra do Rio Azul - RS,Barra do Rio Azul-RS,red,43004
4301958,Barra Funda,0,SU,RS,M,2020,2539,94704004000102,478933.19,Câmara de Vereadores de Barra Funda - RS,Barra Funda-RS,red,43009
4302006,Barros Cassal,0,SU,RS,M,2020,11199,87612735000154,705014.7,Câmara de Vereadores de Barros Cassal - RS,Barros Cassal-RS,blue,43013
4302055,Benjamin Constant do Sul,0,SU,RS,M,2020,1994,01612292000186,400977.04,Câmara de Vereadores de Benjamin Constant do Sul - RS,Benjamin Constant do Sul-RS,red,43004
4302105,Bento Gonçalves,0,SU,RS,M,2020,120454,87849923000109,10052364.63,Câmara de Vereadores de Bento Gonçalves - RS,Bento Gonçalves-RS,blue,43016
4302154,Boa Vista das Missões,0,SU,RS,M,2020,2098,92410562000121,740245.88,Câmara de Vereadores de Boa Vista das Missões - RS,Boa Vista das Missões-RS,red,43009
4302204,Boa Vista do Buricá,0,SU,RS,M,2020,6712,87612867000186,468050.33,Câmara de Vereadores de Boa Vista do Buricá - RS,Boa Vista do Buricá-RS,red,43002
4302220,Boa Vista do Cadeado,0,SU,RS,M,2020,2470,04216132000106,582901.05,Câmara de Vereadores de Boa Vista do Cadeado - RS,Boa Vista do Cadeado-RS,red,43011
4302238,Boa Vista do Incra,0,SU,RS,M,2020,2603,04215199000126,677280.8,Câmara de Vereadores de Boa Vista do Incra - RS,Boa Vista do Incra-RS,red,43011
4302253,Boa Vista do Sul,0,SU,RS,M,2020,2783,01602022000194,313766.2,Câmara de Vereadores de Boa Vista do Sul - RS,Boa Vista do Sul-RS,red,43016
4302303,Bom Jesus,0,SU,RS,M,2020,11349,87851200000136,948467.19,Câmara de Vereadores de Bom Jesus - RS,Bom Jesus-RS,blue,43015
4302352,Bom Princípio,0,SU,RS,M,2020,14055,90873787000199,645585.04,Câmara de Vereadores de Bom Princípio - RS,Bom Princípio-RS,blue,43023
4302378,Bom Progresso,0,SU,RS,M,2020,1942,94726353000117,564853.54,Câmara de Vereadores de Bom Progresso - RS,Bom Progresso-RS,red,43002
4302402,Bom Retiro do Sul,0,SU,RS,M,2020,12328,87242707000192,993316.06,Câmara de Vereadores de Bom Retiro do Sul - RS,Bom Retiro do Sul-RS,blue,43021
4302451,Boqueirão do Leão,0,SU,RS,M,2020,7714,92454818000100,736835.73,Câmara de Vereadores de Boqueirão do Leão - RS,Boqueirão do Leão-RS,red,43021
4302501,Bossoroca,0,SU,RS,M,2020,6279,87613014000169,NA,NA,Bossoroca-RS,red,43007
4302584,Bozano,0,SU,RS,M,2020,2123,04216419000136,476668.65,Câmara de Vereadores de Bozano - RS,Bozano-RS,red,43008
4302600,Braga,0,SU,RS,M,2020,3353,87613170000120,563336.78,Câmara de Vereadores de Braga - RS,Braga-RS,red,43002
4302659,Brochier,0,SU,RS,M,2020,5074,91693309000160,580143.58,Câmara de Vereadores de Brochier - RS,Brochier-RS,red,43023
4302709,Butiá,0,SU,RS,M,2020,20941,88117718000103,1322388.01,Câmara de Vereadores de Butiá - RS,Butiá-RS,blue,43025
4302808,Caçapava do Sul,0,SU,RS,M,2020,33624,88142302000145,2803004.25,Câmara de Vereadores de Caçapava do Sul - RS,Caçapava do Sul-RS,blue,43032
4302907,Cacequi,0,SU,RS,M,2020,12561,88604897000103,1255795.99,Câmara de Vereadores de Cacequi - RS,Cacequi-RS,blue,43018
4303004,Cachoeira do Sul,0,SU,RS,M,2020,82201,87530978000143,4642686.78,Câmara de Vereadores de Cachoeira do Sul - RS,Cachoeira do Sul-RS,blue,43022
4303103,Cachoeirinha,0,SU,RS,M,2020,130293,87990800000185,10608370.32,Câmara de Vereadores de Cachoeirinha - RS,Cachoeirinha-RS,blue,43026
4303202,Cacique Doble,0,SU,RS,M,2020,5065,87613600000103,457537.85,Câmara de Vereadores de Cacique Doble - RS,Cacique Doble-RS,red,43005
4303301,Caibaté,0,SU,RS,M,2020,4846,87613006000112,473395.5,Câmara de Vereadores de Caibaté - RS,Caibaté-RS,red,43006
4303400,Caiçara,0,SU,RS,M,2020,4743,87612925000171,474229.06,Câmara de Vereadores de Caiçara - RS,Caiçara-RS,red,43003
4303509,Camaquã,0,SU,RS,M,2020,66261,88696810000175,4780050.52,Câmara de Vereadores de Camaquã - RS,Camaquã-RS,blue,43028
4303558,Camargo,0,SU,RS,M,2020,2733,92406099000144,216168.16,Câmara de Vereadores de Camargo - RS,Camargo-RS,red,43010
4303608,Cambará do Sul,0,SU,RS,M,2020,6431,88756929000196,549110.9,Câmara de Vereadores de Cambará do Sul - RS,Cambará do Sul-RS,red,43015
4303673,Campestre da Serra,0,SU,RS,M,2020,3388,92868868000126,NA,NA,Campestre da Serra-RS,red,43015
4303707,Campina das Missões,0,SU,RS,M,2020,5474,87612859000130,501471.57,Câmara de Vereadores de Campina das Missões - RS,Campina das Missões-RS,red,43006
4303806,Campinas do Sul,0,SU,RS,M,2020,5454,87613444000180,534289.55,Câmara de Vereadores de Campinas do Sul - RS,Campinas do Sul-RS,red,43004
4303905,Campo Bom,0,SU,RS,M,2020,66712,90832619000155,3252775.21,Câmara de Vereadores de Campo Bom - RS,Campo Bom-RS,blue,43026
4304002,Campo Novo,0,SU,RS,M,2020,4484,87613162000183,710827.94,Câmara de Vereadores de Campo Novo - RS,Campo Novo-RS,red,43002
4304101,Campos Borges,0,SU,RS,M,2020,3320,92406164000131,579510.82,Câmara de Vereadores de Campos Borges - RS,Campos Borges-RS,red,43011
4304200,Candelária,0,SU,RS,M,2020,31365,87568911000106,NA,NA,Candelária-RS,blue,43020
4304309,Cândido Godói,0,SU,RS,M,2020,6198,87612842000182,561140.19,Câmara de Vereadores de Cândido Godói - RS,Cândido Godói-RS,red,43001
4304358,Candiota,0,SU,RS,M,2020,9584,94702818000108,1515669.61,Câmara de Vereadores de Candiota - RS,Candiota-RS,red,43032
4304408,Canela,0,SU,RS,M,2020,44998,88585518000185,2056544.22,Câmara de Vereadores de Canela - RS,Canela-RS,blue,43024
4304507,Canguçu,0,SU,RS,M,2020,56045,88861430000149,3517080.88,Câmara de Vereadores de Canguçu - RS,Canguçu-RS,blue,43033
4304606,Canoas,0,SU,RS,M,2020,346616,88577416000118,31522716.73,Câmara de Vereadores de Canoas - RS,Canoas-RS,blue,43026
4304614,Canudos do Vale,0,SU,RS,M,2020,1716,04218263000122,429467.1,Câmara de Vereadores de Canudos do Vale - RS,Canudos do Vale-RS,red,43021
4304622,Capão Bonito do Sul,0,SU,RS,M,2020,1654,04215971000100,719354.89,Câmara de Vereadores de Capão Bonito do Sul - RS,Capão Bonito do Sul-RS,red,43015
4304630,Capão da Canoa,0,SU,RS,M,2020,53049,90836693000140,4359857.6,Câmara de Vereadores de Capão da Canoa - RS,Capão da Canoa-RS,blue,43027
4304655,Capão do Cipó,0,SU,RS,M,2020,3651,04213779000184,774121.49,Câmara de Vereadores de Capão do Cipó - RS,Capão do Cipó-RS,red,43017
4304663,Capão do Leão,0,SU,RS,M,2020,25354,87691507000117,1640423.96,Câmara de Vereadores de Capão do Leão - RS,Capão do Leão-RS,blue,43033
4304671,Capivari do Sul,0,SU,RS,M,2020,4660,01610503000141,734486.84,Câmara de Vereadores de Capivari do Sul - RS,Capivari do Sul-RS,red,43027
4304689,Capela de Santana,0,SU,RS,M,2020,11940,92122720000148,765936.11,Câmara de Vereadores de Capela de Santana - RS,Capela de Santana-RS,blue,43023
4304697,Capitão,0,SU,RS,M,2020,2757,94706132000187,449305.99,Câmara de Vereadores de Capitão - RS,Capitão-RS,red,43021
4304705,Carazinho,0,SU,RS,M,2020,62110,87613535000116,3428607.06,Câmara de Vereadores de Carazinho - RS,Carazinho-RS,blue,43009
4304713,Caraá,0,SU,RS,M,2020,8270,01614158000114,691455.11,Câmara de Vereadores de Caraá - RS,Caraá-RS,red,43027
4304804,Carlos Barbosa,0,SU,RS,M,2020,29833,88587183000134,894449.54,Câmara de Vereadores de Carlos Barbosa - RS,Carlos Barbosa-RS,blue,43016
4304853,Carlos Gomes,0,SU,RS,M,2020,1377,93539187000187,340000.94,Câmara de Vereadores de Carlos Gomes - RS,Carlos Gomes-RS,red,43004
4304903,Casca,0,SU,RS,M,2020,9031,87596623000157,NA,NA,Casca-RS,red,43010
4304952,Caseiros,0,SU,RS,M,2020,3202,90483058000126,360925.2,Câmara de Vereadores de Caseiros - RS,Caseiros-RS,red,43010
4305009,Catuípe,0,SU,RS,M,2020,8774,87613063000100,652211.4,Câmara de Vereadores de Catuípe - RS,Catuípe-RS,red,43007
4305108,Caxias do Sul,0,SU,RS,M,2020,510906,88830609000139,21521209.26,Câmara de Vereadores de Caxias do Sul - RS,Caxias do Sul-RS,blue,43016
4305116,Centenário,0,SU,RS,M,2020,2891,93539138000144,441736.72,Câmara de Vereadores de Centenário - RS,Centenário-RS,red,43004
4305124,Cerrito,0,SU,RS,M,2020,6091,01612869000150,NA,NA,Cerrito-RS,red,43033
4305132,Cerro Branco,0,SU,RS,M,2020,4691,92000223000177,574465.74,Câmara de Vereadores de Cerro Branco - RS,Cerro Branco-RS,red,43022
4305157,Cerro Grande,0,SU,RS,M,2020,2311,92005545000109,497575.59,Câmara de Vereadores de Cerro Grande - RS,Cerro Grande-RS,red,43009
4305173,Cerro Grande do Sul,0,SU,RS,M,2020,12239,92324748000168,552523.54,Câmara de Vereadores de Cerro Grande do Sul - RS,Cerro Grande do Sul-RS,blue,43028
4305207,Cerro Largo,0,SU,RS,M,2020,14133,87612990000105,922351.75,Câmara de Vereadores de Cerro Largo - RS,Cerro Largo-RS,blue,43006
4305306,Chapada,0,SU,RS,M,2020,9269,87613220000179,550534.35,Câmara de Vereadores de Chapada - RS,Chapada-RS,red,43009
4305355,Charqueadas,0,SU,RS,M,2020,40789,88743604000179,NA,NA,Charqueadas-RS,blue,43025
4305371,Charrua,0,SU,RS,M,2020,3279,92450733000146,409381.63,Câmara de Vereadores de Charrua - RS,Charrua-RS,red,43010
4305405,Chiapetta,0,SU,RS,M,2020,3756,87613055000155,429465.4,Câmara de Vereadores de Chiapetta - RS,Chiapetta-RS,red,43008
4305439,Chuí,0,SU,RS,M,2020,6704,01606399000111,675746.74,Câmara de Vereadores de Chuí - RS,Chuí-RS,red,43035
4305447,Chuvisca,0,SU,RS,M,2020,5441,01610869000110,NA,NA,Chuvisca-RS,red,43028
4305454,Cidreira,0,SU,RS,M,2020,16254,90256686000179,NA,NA,Cidreira-RS,blue,43027
4305504,Ciríaco,0,SU,RS,M,2020,4747,88202437000159,594252.84,Câmara de Vereadores de Ciríaco - RS,Ciríaco-RS,red,43010
4305587,Colinas,0,SU,RS,M,2020,2438,94706140000123,364007.27,Câmara de Vereadores de Colinas - RS,Colinas-RS,red,43021
4305603,Colorado,0,SU,RS,M,2020,3175,87613527000170,460475.66,Câmara de Vereadores de Colorado - RS,Colorado-RS,red,43012
4305702,Condor,0,SU,RS,M,2020,6753,88437926000190,645274.08,Câmara de Vereadores de Condor - RS,Condor-RS,red,43008
4305801,Constantina,0,SU,RS,M,2020,9911,87708889000144,811009.61,Câmara de Vereadores de Constantina - RS,Constantina-RS,red,43003
4305835,Coqueiro Baixo,0,SU,RS,M,2020,1501,04217860000132,260944.75,Câmara de Vereadores de Coqueiro Baixo - RS,Coqueiro Baixo-RS,red,43021
4305850,Coqueiros do Sul,0,SU,RS,M,2020,2306,94703980000132,488695.73,Câmara de Vereadores de Coqueiros do Sul - RS,Coqueiros do Sul-RS,red,43009
